File.Name	Precursors.Identified	Proteins.Identified	Total.Quantity	MS1.Signal	MS2.Signal	FWHM.Scans	FWHM.RT	Median.Mass.Acc.MS1	Median.Mass.Acc.MS1.Corrected	Median.Mass.Acc.MS2	Median.Mass.Acc.MS2.Corrected	MS2.Mass.Instability	Normalisation.Instability	Median.RT.Prediction.Acc	Average.Peptide.Length	Average.Peptide.Charge	Average.Missed.Tryptic.Cleavages	Group	Filename	Subfolder	Root	Peptides.Identified	Organism	Taxonomic ID (NCBI)	Database	Proteome_ID	Strain_ID_Experiment	Strain_ID_UniProt	Total.Protein.Number.Ref	Protein.Identification.Rate
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Bordetella_pertussis_88_1-27-2024_4714.d	11727	1350	196535000.0	4309284937	58666234340	2.832	0.034	3.15868	1.14273	4.76142	2.25756	0	0	0.0541389	13.943	2.386	0.169	200SPD_DIA	066_Bordetella_pertussis_DSM5571_DIA200_4714_report.stats.tsv	066_Bordetella_pertussis_DSM5571_DIA200_4714	Probe 1-96_200SPD_diaPASEF_diann_res	10421	Bordetella pertussis	520	UniProt	UP000002676	DSM 5571(T)	NCTC 13251	3258	41.43646408839779
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Brevundimonas_diminuta_92_1-27-2024_4722.d	10233	1390	293437000.0	6910495209	108991822140	2.878	0.035	2.91517	1.12573	4.41799	1.92253	0	0	0.0499855	13.71	2.355	0.171	200SPD_DIA	070_Brevundimonas_diminuta_DSM7234_DIA200_4722_report.stats.tsv	070_Brevundimonas_diminuta_DSM7234_DIA200_4722	Probe 1-96_200SPD_diaPASEF_diann_res	9048	Brevundimonas diminuta	293	UniProt	UP000195766	DSM 7234(T)	3F5N	3128	44.43734015345269
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Brevundimonas_diminuta_87_1-27-2024_4712.d	9634	1378	176381000.0	4942215792	69749774124	2.815	0.034	3.51657	1.13654	4.70794	2.16261	0	0	0.0528032	13.652	2.355	0.157	200SPD_DIA	072_Brevundimonas_diminuta_DSM1635_DIA200_4712_report.stats.tsv	072_Brevundimonas_diminuta_DSM1635_DIA200_4712	Probe 1-96_200SPD_diaPASEF_diann_res	8717	Brevundimonas diminuta	293	UniProt	UP000195766	DSM 1635	3F5N	3128	44.0537084398977
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Brevundimonas_vesicularis_90_1-27-2024_4718.d	15558	1798	390053000.0	7072172815	111121982712	2.872	0.035	3.35687	1.10478	4.51641	2.04006	0	0	0.054178	14.26	2.38	0.179	200SPD_DIA	076_Brevundimonas_vesicularis_DSM7226_DIA200_4718_report.stats.tsv	076_Brevundimonas_vesicularis_DSM7226_DIA200_4718	Probe 1-96_200SPD_diaPASEF_diann_res	13699	Brevundimonas vesicularis	41276	UniProt	UP000197050	DSM 7226(T)	FDAARGOS_289	3269	55.00152951973081
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Brevundimonas_vesicularis_94_1-27-2024_4726.d	12147	1449	365455000.0	7680751061	125227500858	2.887	0.035	2.65602	1.10516	3.8791	1.80034	0	0	0.0530726	14.069	2.375	0.186	200SPD_DIA	078_Brevundimonas_vesicularis_DSM108136_DIA200_4726_report.stats.tsv	078_Brevundimonas_vesicularis_DSM108136_DIA200_4726	Probe 1-96_200SPD_diaPASEF_diann_res	10605	Brevundimonas vesicularis	41276	UniProt	UP000197050	DSM 108136	FDAARGOS_289	3269	44.3254817987152
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Klebsiella_quasipneumoniae_subsp_similipneumoniae_53_1-26-2024_4644.d	14744	1854	415839000.0	6707981436	106850154348	2.916	0.035	2.2506	1.08309	3.47591	2.00905	0	0	0.0536398	13.959	2.389	0.168	200SPD_DIA	098_Klebsiella_quasipneumoniae_ssp_similipneumoniae_DSM28212_DIA200_4644_report.stats.tsv	098_Klebsiella_quasipneumoniae_ssp_similipneumoniae_DSM28212_DIA200_4644	Probe 1-96_200SPD_diaPASEF_diann_res	13004	Klebsiella quasipneumoniae_ssp_similipneumoniae	1667327	UniProt	UP001058353	DSM 28212(T)	KAM644	5913	31.35464231354642
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Stenotrophomonas_maltophilia___28_1-26-2024_4594.d	9300	1390	141999000.0	3974320226	53384164092	2.686	0.032	2.13456	1.095	3.70379	2.26129	0	0	0.0479657	13.19	2.32	0.132	200SPD_DIA	100_Stenotrophomonas_maltophilia_DSM50170_DIA200_4594_report.stats.tsv	100_Stenotrophomonas_maltophilia_DSM50170_DIA200_4594	Probe 1-96_200SPD_diaPASEF_diann_res	8494	Stenotrophomonas maltophilia	40324	UniProt	UP000001867	DSM 50170(T)	R551-3	4026	34.52558370591157
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Klebsiella_quasipneumoniae_subsp_quasipneumoniae_59_1-26-2024_4656.d	16782	2010	496216000.0	7856438830	133065852840	2.78	0.034	3.05748	1.09867	4.23287	1.83703	0	0	0.0516673	13.965	2.38	0.17	200SPD_DIA	107_Klebsiella_quasipneumoniae_ssp_quasipneumoniae_DSM28211_DIA200_4656_report.stats.tsv	107_Klebsiella_quasipneumoniae_ssp_quasipneumoniae_DSM28211_DIA200_4656	Probe 1-96_200SPD_diaPASEF_diann_res	14806	Klebsiella quasipneumoniae_ssp_quasipneumoniae	1667327	UniProt	UP001058353	DSM 28211(T)	KAM644	5913	33.99289700659563
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Enterococcus_faecium__8_1-25-2024_4554.d	8283	1049	173578000.0	4044210061	54094987200	2.777	0.034	1.82973	1.03687	3.71214	2.24357	0	0	0.0501794	13.249	2.347	0.179	200SPD_DIA	111_Enterococcus_faecium_DSM20477_DIA200_4554_report.stats.tsv	111_Enterococcus_faecium_DSM20477_DIA200_4554	Probe 1-96_200SPD_diaPASEF_diann_res	7391	Enterococcus faecium	1352	UniProt	UP000010553	DSM 20477(T)	E1590	2877	36.46159193604449
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Citrobacter_amalonaticus_35_1-26-2024_4608.d	8401	1300	202803000.0	5975054456	88454857476	2.866	0.035	1.85451	1.11228	3.25613	2.10825	0	0	0.0515595	13.321	2.341	0.148	200SPD_DIA	116_Citrobacter_amalonaticus_DSM4593_DIA200_4608_report.stats.tsv	116_Citrobacter_amalonaticus_DSM4593_DIA200_4608	Probe 1-96_200SPD_diaPASEF_diann_res	7496	Citrobacter amalonaticus	35703	UniProt	UP000237003	DSM  4593(T)	S1285	5139	25.296750340533176
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Citrobacter_amalonaticus_45_1-26-2024_4628.d	6869	1107	142200000.0	4454929283	61736519554	2.853	0.034	1.85911	1.10237	3.60968	2.02509	0	0	0.0539322	13.124	2.338	0.144	200SPD_DIA	117_Citrobacter_amalonaticus_DSM17342_DIA200_4628_report.stats.tsv	117_Citrobacter_amalonaticus_DSM17342_DIA200_4628	Probe 1-96_200SPD_diaPASEF_diann_res	6198	Citrobacter amalonaticus	35703	UniProt	UP000237003	DSM 17342	S1285	5139	21.541155866900176
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Citrobacter_freundii_67_1-26-2024_4672.d	6922	1126	181788000.0	5318819219	78781630110	2.896	0.035	3.83023	1.04488	5.30435	1.94406	0	0	0.049382	13.063	2.327	0.158	200SPD_DIA	120_Citrobacter_freundii_DSM14984_DIA200_4672_report.stats.tsv	120_Citrobacter_freundii_DSM14984_DIA200_4672	Probe 1-96_200SPD_diaPASEF_diann_res	6202	Citrobacter freundii	546	UniProt	UP000001889	DSM 14984	ICC168	4792	23.497495826377296
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Citrobacter_freundii_69_1-26-2024_4676.d	6974	1113	190195000.0	5686393931	86053646328	2.896	0.035	4.28865	1.06221	5.54597	1.94156	0	0	0.0525731	13.048	2.333	0.161	200SPD_DIA	123_Citrobacter_freundii_DSM24120_DIA200_4676_report.stats.tsv	123_Citrobacter_freundii_DSM24120_DIA200_4676	Probe 1-96_200SPD_diaPASEF_diann_res	6244	Citrobacter freundii	546	UniProt	UP000001889	DSM 24120	ICC168	4792	23.226210350584306
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Citrobacter_koseri_80_1-26-2024_4698.d	13593	1705	274506000.0	5491001686	80390290898	2.735	0.033	3.54726	1.10028	4.90027	1.95788	0	0	0.0532431	13.817	2.377	0.16	200SPD_DIA	126_Citrobacter_koseri_DSM4570_DIA200_4698_report.stats.tsv	126_Citrobacter_koseri_DSM4570_DIA200_4698	Probe 1-96_200SPD_diaPASEF_diann_res	12069	Citrobacter koseri	545	UniProt	UP000008148	DSM 4570	ATCC BAA-895	5019	33.97091053994819
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Citrobacter_koseri_64_1-26-2024_4666.d	13854	1701	297222000.0	5467867226	82248086716	2.8	0.034	3.71425	1.07547	5.10861	2.21962	0	0	0.0521433	13.825	2.374	0.166	200SPD_DIA	129_Citrobacter_koseri_DSM4596_DIA200_4666_report.stats.tsv	129_Citrobacter_koseri_DSM4596_DIA200_4666	Probe 1-96_200SPD_diaPASEF_diann_res	12441	Citrobacter koseri	545	UniProt	UP000008148	DSM 4596	ATCC BAA-895	5019	33.89121338912134
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Escherichia_coli__5_1-25-2024_4548.d	11880	1467	231540000.0	4800634628	67258064850	2.81	0.034	1.63529	1.09148	3.03213	2.10762	0	0	0.0450168	13.531	2.362	0.146	200SPD_DIA	130_Escherichia_coli_DSM30083_DIA200_4548_report.stats.tsv	130_Escherichia_coli_DSM30083_DIA200_4548	Probe 1-96_200SPD_diaPASEF_diann_res	10620	Escherichia coli	562	UniProt	UP000008205	DSM 30083(T)	E2348/69 / EPEC	4594	31.932956029603833
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Corynebacterium_diphtheriae_66_1-26-2024_4670.d	9688	1136	163328000.0	3658422993	50783785274	2.789	0.034	4.55929	1.11809	5.8818	2.23802	0	0	0.0454093	13.826	2.387	0.155	200SPD_DIA	132_Corynebacterium_diphtheriae_DSM43988_DIA200_4670_report.stats.tsv	132_Corynebacterium_diphtheriae_DSM43988_DIA200_4670	Probe 1-96_200SPD_diaPASEF_diann_res	8697	Corynebacterium diphtheriae	1717	UniProt	UP000002198	DSM 43988	ATCC 700971	2265	50.154525386313466
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Haemophilus_influenzae__56_1-26-2024_4650.d	9438	997	221180000.0	4388265881	62627596028	2.727	0.033	2.26592	1.11776	3.84837	2.07177	0	0	0.0616766	13.312	2.361	0.188	200SPD_DIA	133_Haemophilus_influenzae_DSM4690_DIA200_4650_report.stats.tsv	133_Haemophilus_influenzae_DSM4690_DIA200_4650	Probe 1-96_200SPD_diaPASEF_diann_res	8396	Haemophilus influenzae	727	UniProt	UP000000579	DSM 4690(T)	ATCC 51907	1704	58.509389671361504
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Haemophilus_influenzae__95_1-27-2024_4728.d	7705	873	248726000.0	5954699437	88672852088	2.705	0.033	2.99675	0.994674	4.22627	2.02868	0	0	0.0586764	13.444	2.36	0.19	200SPD_DIA	135_Haemophilus_influenzae_DSM10000_DIA200_4728_report.stats.tsv	135_Haemophilus_influenzae_DSM10000_DIA200_4728	Probe 1-96_200SPD_diaPASEF_diann_res	6758	Haemophilus influenzae	727	UniProt	UP000000579	DSM 10000	ATCC 51907	1704	51.232394366197184
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Corynebacterium_diphtheriae_subsp_diphtheriae_32_1-26-2024_4602.d	9764	1158	199303000.0	4634350050	65558273552	2.734	0.033	2.26651	1.13287	3.75193	2.20309	0	0	0.0513446	13.917	2.386	0.145	200SPD_DIA	138_Corynebacterium_diphtheriae_ssp_diphtheriae_DSM44123_DIA200_4602_report.stats.tsv	138_Corynebacterium_diphtheriae_ssp_diphtheriae_DSM44123_DIA200_4602	Probe 1-96_200SPD_diaPASEF_diann_res	8676	Corynebacterium diphtheriae_ssp_diphtheriae	2315257	UniProt	UP000002198	DSM 44123(T)	ATCC 700971	2265	51.12582781456953
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Haemophilus_influenzae__91_1-27-2024_4720.d	8956	981	221575000.0	4708460728	65315133680	2.723	0.033	3.01001	1.03434	4.41962	2.11159	0	0	0.0555616	13.389	2.364	0.177	200SPD_DIA	139_Haemophilus_influenzae_DSM10001_DIA200_4720_report.stats.tsv	139_Haemophilus_influenzae_DSM10001_DIA200_4720	Probe 1-96_200SPD_diaPASEF_diann_res	7861	Haemophilus influenzae	727	UniProt	UP000000579	DSM 10001	ATCC 51907	1704	57.570422535211264
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Corynebacterium_pseudotuberculosis__39_1-26-2024_4616.d	13147	1344	313909000.0	6105611452	92372160216	2.758	0.033	2.20098	1.03481	3.5845	2.03455	0	0	0.0516251	14.155	2.406	0.164	200SPD_DIA	141_Corynebacterium_pseudotuberculosis_DSM20689_DIA200_4616_report.stats.tsv	141_Corynebacterium_pseudotuberculosis_DSM20689_DIA200_4616	Probe 1-96_200SPD_diaPASEF_diann_res	11372	Corynebacterium pseudotuberculosis	1719	UniProt	UP000000276	DSM 20689(T)	C231	2001	67.1664167916042
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Klebsiella_aerogenes__42_1-26-2024_4622.d	16138	1935	372965000.0	6698619109	105065177708	2.832	0.034	1.77372	1.12334	3.42707	2.1392	0	0	0.0515237	14.215	2.406	0.172	200SPD_DIA	142_Klebsiella_aerogenes_DSM30053_DIA200_4622_report.stats.tsv	142_Klebsiella_aerogenes_DSM30053_DIA200_4622	Probe 1-96_200SPD_diaPASEF_diann_res	14273	Klebsiella aerogenes	548	UniProt	UP000008881	DSM 30053(T)	DSM 30053	4909	39.417396618455896
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Corynebacterium_pseudotuberculosis__89_1-27-2024_4716.d	12281	1298	267865000.0	5715050093	84897266788	2.751	0.033	2.81687	1.09438	4.27028	2.00653	0	0	0.0516385	14.1	2.412	0.171	200SPD_DIA	144_Corynebacterium_pseudotuberculosis_DSM7177_DIA200_4716_report.stats.tsv	144_Corynebacterium_pseudotuberculosis_DSM7177_DIA200_4716	Probe 1-96_200SPD_diaPASEF_diann_res	10595	Corynebacterium pseudotuberculosis	1719	UniProt	UP000000276	DSM 7177	C231	2001	64.86756621689156
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Corynebacterium_pseudotuberculosis__86_1-27-2024_4710.d	11449	1252	208347000.0	4551349235	63894179376	2.747	0.033	3.55206	1.0755	4.99589	2.23706	0	0	0.0483569	14.043	2.404	0.162	200SPD_DIA	147_Corynebacterium_pseudotuberculosis_DSM7178_DIA200_4710_report.stats.tsv	147_Corynebacterium_pseudotuberculosis_DSM7178_DIA200_4710	Probe 1-96_200SPD_diaPASEF_diann_res	10006	Corynebacterium pseudotuberculosis	1719	UniProt	UP000000276	DSM 7178	C231	2001	62.56871564217891
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Corynebacterium_ulcerans___36_1-26-2024_4610.d	11600	1311	211691000.0	4506222045	62487783428	2.7	0.033	1.91112	1.12485	3.6846	2.22928	0	0	0.056095	13.962	2.392	0.154	200SPD_DIA	150_Corynebacterium_ulcerans_DSM46325_DIA200_4610_report.stats.tsv	150_Corynebacterium_ulcerans_DSM46325_DIA200_4610	Probe 1-96_200SPD_diaPASEF_diann_res	10220	Corynebacterium ulcerans	65058	UniProt	UP000008886	DSM 46325(T)	809	2180	60.137614678899084
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Enterobacter_cloacae_subsp_cloacae_3_1-25-2024_4544.d	13736	1764	295244000.0	6051218262	91026600474	2.697	0.033	1.48267	1.10464	2.84208	1.92688	0	0	0.0494576	13.738	2.372	0.143	200SPD_DIA	153_Enterobacter_cloacae_ssp_cloacae_DSM30054_DIA200_4544_report.stats.tsv	153_Enterobacter_cloacae_ssp_cloacae_DSM30054_DIA200_4544	Probe 1-96_200SPD_diaPASEF_diann_res	12275	Enterobacter cloacae_ssp_cloacae	336306	UniProt	UP000053081	DSM 30054(T)	SMART_1094	5177	34.07378790805486
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Enterobacter_hormaechei_subsp_hoffmannii_13_1-25-2024_4564.d	15265	1776	476871000.0	8381408644	143581009488	2.849	0.034	1.62807	1.22411	2.59178	1.77473	0	0	0.0583422	14.145	2.409	0.186	200SPD_DIA	159_Enterobacter_hormaechei_ssp_hoffmannii_DSM14563_DIA200_4564_report.stats.tsv	159_Enterobacter_hormaechei_ssp_hoffmannii_DSM14563_DIA200_4564	Probe 1-96_200SPD_diaPASEF_diann_res	13263	Enterobacter hormaechei_ssp_hoffmannii	1812934	UniProt	UP000742934	DSM 14563(T)	90086	4641	38.26761473820297
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Enterobacter_hormaechei_subsp_hormaechei_12_1-25-2024_4562.d	14387	1815	279750000.0	5482513645	79991205324	2.785	0.034	1.58043	1.14556	2.84611	2.12894	0	0	0.0466761	13.638	2.363	0.156	200SPD_DIA	162_Enterobacter_hormaechei_ssp_hormaechei_DSM12409_DIA200_4562_report.stats.tsv	162_Enterobacter_hormaechei_ssp_hormaechei_DSM12409_DIA200_4562	Probe 1-96_200SPD_diaPASEF_diann_res	12891	Enterobacter hormaechei_ssp_hormaechei	301105	UniProt	UP000002984	DSM 12409(T)	ATCC 49162	4670	38.86509635974304
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Klebsiella_pneumoniae_subsp_pneumonia_57_1-26-2024_4652.d	15778	1931	413148000.0	6861753976	111839791080	2.812	0.034	2.85736	1.11172	4.05863	1.99873	0	0	0.0499326	14.027	2.392	0.175	200SPD_DIA	163_Klebsiella_pneumoniae_ssp_pneumonia_DSM30104_DIA200_4652_report.stats.tsv	163_Klebsiella_pneumoniae_ssp_pneumonia_DSM30104_DIA200_4652	Probe 1-96_200SPD_diaPASEF_diann_res	13928	Klebsiella pneumoniae_ssp_pneumonia	72407	UniProt	UP000007841	DSM 30104(T)	HS11286	5728	33.71159217877095
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Enterobacter_hormaechei_subsp_steigerwaltii_10_1-25-2024_4558.d	14644	1679	412557000.0	7805040684	129244051142	2.762	0.033	1.67015	1.13861	3.07462	1.84918	0	0	0.0536727	13.985	2.383	0.17	200SPD_DIA	165_Enterobacter_hormaechei_ssp_steigerwaltii_DSM16691_DIA200_4558_report.stats.tsv	165_Enterobacter_hormaechei_ssp_steigerwaltii_DSM16691_DIA200_4558	Probe 1-96_200SPD_diaPASEF_diann_res	12871	Enterobacter hormaechei_ssp_steigerwaltii	299766	UniProt	UP001182277	DSM 16691(T)	PEER 323	5338	31.45372798801049
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Leclercia_adecarboxylata___41_1-26-2024_4620.d	13243	1684	286993000.0	5386813494	78607403146	2.68	0.032	2.03518	1.11691	3.5357	2.07555	0	0	0.0510892	13.674	2.373	0.158	200SPD_DIA	173_Leclercia_adecarboxylata_DSM5077_DIA200_4620_report.stats.tsv	173_Leclercia_adecarboxylata_DSM5077_DIA200_4620	Probe 1-96_200SPD_diaPASEF_diann_res	11812	Leclercia adecarboxylata	83655	UniProt	UP001149314	DSM 5077(T)	Lac40	5281	31.887900018935806
/Probe 1-96_200SPD_diaPASEF/BacLandscape_200SPD_diaPASEF_Legionella_pneumophila_subsp_fraseri_65_1-26-2024_4668.d	9330	1284	158145000.0	3759182111	50838099068	2.763	0.033	4.03604	1.11187	5.48955	2.19885	0	0	0.0504367	12.882	2.343	0.155	200SPD_DIA	174_Legionella_pneumophila_ssp_fraseri_DSM7514_DIA200_4668_report.stats.tsv	174_Legionella_pneumophila_ssp_fraseri_DSM7514_DIA200_4668	Probe 1-96_200SPD_diaPASEF_diann_res	8409	Legionella pneumophila_ssp_fraseri	91892	UniProt	UP000254631	DSM 7514(T)	NCTC12000	3072	41.796875
