File.Name	Precursors.Identified	Proteins.Identified	Total.Quantity	MS1.Signal	MS2.Signal	FWHM.Scans	FWHM.RT	Median.Mass.Acc.MS1	Median.Mass.Acc.MS1.Corrected	Median.Mass.Acc.MS2	Median.Mass.Acc.MS2.Corrected	MS2.Mass.Instability	Normalisation.Instability	Median.RT.Prediction.Acc	Average.Peptide.Length	Average.Peptide.Charge	Average.Missed.Tryptic.Cleavages	Group	Filename	Subfolder	Root	Peptides.Identified	Organism	Taxonomic ID (NCBI)	Database	Proteome_ID	Strain_ID_Experiment	Strain_ID_UniProt	Total.Protein.Number.Ref	Protein.Identification.Rate
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Bordetella_pertussis_88_1-28-2024_4906.d	7254	1028	119755000.0	2751514413	22535292872	2.053	0.017	1.995	1.12504	3.30405	1.99254	0	0	0.0150629	13.776	2.334	0.162	500SPD_DIA	066_Bordetella_pertussis_DSM5571_DIA500_4906_report.stats.tsv	066_Bordetella_pertussis_DSM5571_DIA500_4906	Probe 1-96_500SPD_diaPASEF_diann_res	6655	Bordetella pertussis	520	UniProt	UP000002676	DSM 5571(T)	NCTC 13251	3258	31.553100061387358
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Brevundimonas_diminuta_92_1-28-2024_4914.d	4924	856	73942300.0	2524564845	20264484120	2.082	0.017	2.16202	1.14139	3.63102	2.11381	0	0	0.0157053	13.685	2.326	0.154	500SPD_DIA	070_Brevundimonas_diminuta_DSM7234_DIA500_4914_report.stats.tsv	070_Brevundimonas_diminuta_DSM7234_DIA500_4914	Probe 1-96_500SPD_diaPASEF_diann_res	4592	Brevundimonas diminuta	293	UniProt	UP000195766	DSM 7234(T)	3F5N	3128	27.365728900255753
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Brevundimonas_diminuta_87_1-28-2024_4904.d	5768	1054	98770700.0	2966443881	25043391962	2.076	0.017	1.95487	1.18165	3.17331	1.96602	0	0	0.0149793	13.474	2.307	0.141	500SPD_DIA	072_Brevundimonas_diminuta_DSM1635_DIA500_4904_report.stats.tsv	072_Brevundimonas_diminuta_DSM1635_DIA500_4904	Probe 1-96_500SPD_diaPASEF_diann_res	5341	Brevundimonas diminuta	293	UniProt	UP000195766	DSM 1635	3F5N	3128	33.69565217391305
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Brevundimonas_vesicularis_90_1-28-2024_4910.d	8519	1301	159617000.0	3501275588	30642597144	2.071	0.017	1.82683	1.11519	3.35875	2.18849	0	0	0.0156126	14.03	2.316	0.155	500SPD_DIA	076_Brevundimonas_vesicularis_DSM7226_DIA500_4910_report.stats.tsv	076_Brevundimonas_vesicularis_DSM7226_DIA500_4910	Probe 1-96_500SPD_diaPASEF_diann_res	7895	Brevundimonas vesicularis	41276	UniProt	UP000197050	DSM 7226(T)	FDAARGOS_289	3269	39.7981033955338
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Brevundimonas_vesicularis_94_1-28-2024_4918.d	6815	1037	101774000.0	2931790019	24294397168	2.031	0.017	1.82203	1.12347	3.34404	2.13139	0	0	0.0156164	13.841	2.325	0.159	500SPD_DIA	078_Brevundimonas_vesicularis_DSM108136_DIA500_4918_report.stats.tsv	078_Brevundimonas_vesicularis_DSM108136_DIA500_4918	Probe 1-96_500SPD_diaPASEF_diann_res	6273	Brevundimonas vesicularis	41276	UniProt	UP000197050	DSM 108136	FDAARGOS_289	3269	31.7222392168859
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Klebsiella_quasipneumoniae_subsp_similipneumoniae_53_1-27-2024_4836.d	9147	1304	197283000.0	4235995645	39741469888	1.915	0.016	2.5908	1.10738	3.67453	1.87151	0	0	0.0155323	14.024	2.35	0.166	500SPD_DIA	098_Klebsiella_quasipneumoniae_ssp_similipneumoniae_DSM28212_DIA500_4836_report.stats.tsv	098_Klebsiella_quasipneumoniae_ssp_similipneumoniae_DSM28212_DIA500_4836	Probe 1-96_500SPD_diaPASEF_diann_res	8248	Klebsiella quasipneumoniae_ssp_similipneumoniae	1667327	UniProt	UP001058353	DSM 28212(T)	KAM644	5913	22.05310333164214
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Stenotrophomonas_maltophilia___28_1-27-2024_4786.d	5441	951	84164800.0	2520400232	20903018834	2.055	0.017	2.75349	1.06747	4.12808	1.97193	0	0	0.0146443	13.154	2.278	0.125	500SPD_DIA	100_Stenotrophomonas_maltophilia_DSM50170_DIA500_4786_report.stats.tsv	100_Stenotrophomonas_maltophilia_DSM50170_DIA500_4786	Probe 1-96_500SPD_diaPASEF_diann_res	5071	Stenotrophomonas maltophilia	40324	UniProt	UP000001867	DSM 50170(T)	R551-3	4026	23.621460506706406
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Klebsiella_quasipneumoniae_subsp_quasipneumoniae_59_1-27-2024_4848.d	9651	1436	231057000.0	4667717556	44292683552	1.983	0.017	2.42747	1.13031	3.38222	1.6194	0	0	0.0166601	14.106	2.343	0.17	500SPD_DIA	107_Klebsiella_quasipneumoniae_ssp_quasipneumoniae_DSM28211_DIA500_4848_report.stats.tsv	107_Klebsiella_quasipneumoniae_ssp_quasipneumoniae_DSM28211_DIA500_4848	Probe 1-96_500SPD_diaPASEF_diann_res	8668	Klebsiella quasipneumoniae_ssp_quasipneumoniae	1667327	UniProt	UP001058353	DSM 28211(T)	KAM644	5913	24.28547268729917
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Enterococcus_faecium__8_1-27-2024_4746.d	4975	749	82043100.0	2264028621	18782328536	1.916	0.016	2.40347	1.14853	4.02672	2.05782	0	0	0.0151748	13.149	2.307	0.158	500SPD_DIA	111_Enterococcus_faecium_DSM20477_DIA500_4746_report.stats.tsv	111_Enterococcus_faecium_DSM20477_DIA500_4746	Probe 1-96_500SPD_diaPASEF_diann_res	4568	Enterococcus faecium	1352	UniProt	UP000010553	DSM 20477(T)	E1590	2877	26.034063260340634
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Citrobacter_amalonaticus_35_1-27-2024_4800.d	4700	886	96258800.0	3471755763	31404437544	1.964	0.016	2.02416	1.1003	3.23903	1.7729	0	0	0.0150348	13.218	2.294	0.143	500SPD_DIA	116_Citrobacter_amalonaticus_DSM4593_DIA500_4800_report.stats.tsv	116_Citrobacter_amalonaticus_DSM4593_DIA500_4800	Probe 1-96_500SPD_diaPASEF_diann_res	4330	Citrobacter amalonaticus	35703	UniProt	UP000237003	DSM  4593(T)	S1285	5139	17.240708309009534
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Citrobacter_amalonaticus_45_1-27-2024_4820.d	4133	791	73005800.0	2705207992	22449967824	2.006	0.017	2.28288	1.0741	3.66523	1.95021	0	0	0.014318	13.075	2.289	0.14	500SPD_DIA	117_Citrobacter_amalonaticus_DSM17342_DIA500_4820_report.stats.tsv	117_Citrobacter_amalonaticus_DSM17342_DIA500_4820	Probe 1-96_500SPD_diaPASEF_diann_res	3827	Citrobacter amalonaticus	35703	UniProt	UP000237003	DSM 17342	S1285	5139	15.392099630278263
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Citrobacter_freundii_67_1-27-2024_4864.d	4620	870	112749000.0	3902069153	35703295656	2.003	0.017	2.06364	1.13402	3.39461	1.85716	0	0	0.0154915	13.353	2.314	0.156	500SPD_DIA	120_Citrobacter_freundii_DSM14984_DIA500_4864_report.stats.tsv	120_Citrobacter_freundii_DSM14984_DIA500_4864	Probe 1-96_500SPD_diaPASEF_diann_res	4188	Citrobacter freundii	546	UniProt	UP000001889	DSM 14984	ICC168	4792	18.15525876460768
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Citrobacter_freundii_69_1-27-2024_4868.d	4469	789	104094000.0	3755370998	33953736984	1.987	0.017	2.15095	1.02817	3.52982	1.81114	0	0	0.015792	13.369	2.325	0.159	500SPD_DIA	123_Citrobacter_freundii_DSM24120_DIA500_4868_report.stats.tsv	123_Citrobacter_freundii_DSM24120_DIA500_4868	Probe 1-96_500SPD_diaPASEF_diann_res	4035	Citrobacter freundii	546	UniProt	UP000001889	DSM 24120	ICC168	4792	16.46494156928214
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Citrobacter_koseri_80_1-28-2024_4890.d	7974	1201	145584000.0	3302167097	28708036696	1.987	0.017	2.55944	1.03899	3.70004	2.00953	0	0	0.0157484	13.702	2.337	0.161	500SPD_DIA	126_Citrobacter_koseri_DSM4570_DIA500_4890_report.stats.tsv	126_Citrobacter_koseri_DSM4570_DIA500_4890	Probe 1-96_500SPD_diaPASEF_diann_res	7237	Citrobacter koseri	545	UniProt	UP000008148	DSM 4570	ATCC BAA-895	5019	23.929069535764096
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Citrobacter_koseri_64_1-27-2024_4858.d	7854	1158	137983000.0	3203675249	28011464008	1.915	0.016	2.59978	1.07857	3.74295	1.98835	0	0	0.01642	13.848	2.337	0.155	500SPD_DIA	129_Citrobacter_koseri_DSM4596_DIA500_4858_report.stats.tsv	129_Citrobacter_koseri_DSM4596_DIA500_4858	Probe 1-96_500SPD_diaPASEF_diann_res	7167	Citrobacter koseri	545	UniProt	UP000008148	DSM 4596	ATCC BAA-895	5019	23.072325164375375
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Escherichia_coli__5_1-27-2024_4740.d	6758	1017	112063000.0	2658170870	22495048176	2.016	0.017	2.64659	1.06373	3.9669	2.15056	0	0	0.0146654	13.369	2.304	0.13	500SPD_DIA	130_Escherichia_coli_DSM30083_DIA500_4740_report.stats.tsv	130_Escherichia_coli_DSM30083_DIA500_4740	Probe 1-96_500SPD_diaPASEF_diann_res	6214	Escherichia coli	562	UniProt	UP000008205	DSM 30083(T)	E2348/69 / EPEC	4594	22.13757074444928
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Corynebacterium_diphtheriae_66_1-27-2024_4862.d	6651	918	104270000.0	2578647733	21519332128	2.02	0.017	2.5155	1.06414	4.02037	2.18451	0	0	0.0161581	14.012	2.365	0.145	500SPD_DIA	132_Corynebacterium_diphtheriae_DSM43988_DIA500_4862_report.stats.tsv	132_Corynebacterium_diphtheriae_DSM43988_DIA500_4862	Probe 1-96_500SPD_diaPASEF_diann_res	6023	Corynebacterium diphtheriae	1717	UniProt	UP000002198	DSM 43988	ATCC 700971	2265	40.52980132450331
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Haemophilus_influenzae__56_1-27-2024_4842.d	6074	820	125623000.0	2865671792	24164963192	1.987	0.017	2.46406	1.12956	3.57491	1.91417	0	0	0.0156683	13.313	2.324	0.189	500SPD_DIA	133_Haemophilus_influenzae_DSM4690_DIA500_4842_report.stats.tsv	133_Haemophilus_influenzae_DSM4690_DIA500_4842	Probe 1-96_500SPD_diaPASEF_diann_res	5482	Haemophilus influenzae	727	UniProt	UP000000579	DSM 4690(T)	ATCC 51907	1704	48.12206572769953
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Haemophilus_influenzae__95_1-28-2024_4920.d	4666	621	101234000.0	2896305147	23826866000	2.021	0.017	1.7962	1.06456	2.96522	1.90262	0	0	0.0164031	13.283	2.31	0.17	500SPD_DIA	135_Haemophilus_influenzae_DSM10000_DIA500_4920_report.stats.tsv	135_Haemophilus_influenzae_DSM10000_DIA500_4920	Probe 1-96_500SPD_diaPASEF_diann_res	4252	Haemophilus influenzae	727	UniProt	UP000000579	DSM 10000	ATCC 51907	1704	36.443661971830984
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Corynebacterium_diphtheriae_subsp_diphtheriae_32_1-27-2024_4794.d	6032	891	105269000.0	2613266192	22162790448	2.023	0.017	2.63233	1.02985	3.91649	2.1242	0	0	0.0149816	13.75	2.343	0.138	500SPD_DIA	138_Corynebacterium_diphtheriae_ssp_diphtheriae_DSM44123_DIA500_4794_report.stats.tsv	138_Corynebacterium_diphtheriae_ssp_diphtheriae_DSM44123_DIA500_4794	Probe 1-96_500SPD_diaPASEF_diann_res	5486	Corynebacterium diphtheriae_ssp_diphtheriae	2315257	UniProt	UP000002198	DSM 44123(T)	ATCC 700971	2265	39.33774834437086
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Haemophilus_influenzae__91_1-28-2024_4912.d	5664	747	108926000.0	2800624805	22840471744	1.924	0.016	2.04787	0.986863	3.27119	1.87913	0	0	0.0161489	13.441	2.33	0.173	500SPD_DIA	139_Haemophilus_influenzae_DSM10001_DIA500_4912_report.stats.tsv	139_Haemophilus_influenzae_DSM10001_DIA500_4912	Probe 1-96_500SPD_diaPASEF_diann_res	5128	Haemophilus influenzae	727	UniProt	UP000000579	DSM 10001	ATCC 51907	1704	43.83802816901409
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Corynebacterium_pseudotuberculosis__39_1-27-2024_4808.d	7721	1079	124896000.0	3215187226	28247020048	1.853	0.015	2.69817	1.0767	4.01499	2.10327	0	0	0.0146826	13.946	2.349	0.139	500SPD_DIA	141_Corynebacterium_pseudotuberculosis_DSM20689_DIA500_4808_report.stats.tsv	141_Corynebacterium_pseudotuberculosis_DSM20689_DIA500_4808	Probe 1-96_500SPD_diaPASEF_diann_res	7038	Corynebacterium pseudotuberculosis	1719	UniProt	UP000000276	DSM 20689(T)	C231	2001	53.92303848075962
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Klebsiella_aerogenes__42_1-27-2024_4814.d	9450	1404	166287000.0	3676529871	33349064176	1.975	0.017	2.38423	1.12308	3.72441	1.914	0	0	0.0148837	13.986	2.345	0.164	500SPD_DIA	142_Klebsiella_aerogenes_DSM30053_DIA500_4814_report.stats.tsv	142_Klebsiella_aerogenes_DSM30053_DIA500_4814	Probe 1-96_500SPD_diaPASEF_diann_res	8612	Klebsiella aerogenes	548	UniProt	UP000008881	DSM 30053(T)	DSM 30053	4909	28.600529639437767
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Corynebacterium_pseudotuberculosis__89_1-28-2024_4908.d	7189	982	95876000.0	2648798420	21696626166	1.943	0.016	2.31593	1.10505	3.42176	1.97664	0	0	0.013793	13.805	2.357	0.145	500SPD_DIA	144_Corynebacterium_pseudotuberculosis_DSM7177_DIA500_4908_report.stats.tsv	144_Corynebacterium_pseudotuberculosis_DSM7177_DIA500_4908	Probe 1-96_500SPD_diaPASEF_diann_res	6555	Corynebacterium pseudotuberculosis	1719	UniProt	UP000000276	DSM 7177	C231	2001	49.075462268865564
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Corynebacterium_pseudotuberculosis__86_1-28-2024_4902.d	7320	1027	108361000.0	2772093077	22905538600	1.886	0.016	2.12366	1.10497	3.43702	2.03476	0	0	0.0148911	13.83	2.357	0.146	500SPD_DIA	147_Corynebacterium_pseudotuberculosis_DSM7178_DIA500_4902_report.stats.tsv	147_Corynebacterium_pseudotuberculosis_DSM7178_DIA500_4902	Probe 1-96_500SPD_diaPASEF_diann_res	6619	Corynebacterium pseudotuberculosis	1719	UniProt	UP000000276	DSM 7178	C231	2001	51.324337831084456
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Corynebacterium_ulcerans___36_1-27-2024_4802.d	7372	1024	120746000.0	2831928446	24030032800	1.989	0.017	2.44175	1.09573	3.73033	2.23848	0	0	0.0159612	13.789	2.341	0.145	500SPD_DIA	150_Corynebacterium_ulcerans_DSM46325_DIA500_4802_report.stats.tsv	150_Corynebacterium_ulcerans_DSM46325_DIA500_4802	Probe 1-96_500SPD_diaPASEF_diann_res	6709	Corynebacterium ulcerans	65058	UniProt	UP000008886	DSM 46325(T)	809	2180	46.972477064220186
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Enterobacter_cloacae_subsp_cloacae_3_1-27-2024_4736.d	6817	1130	101084000.0	2486593044	21501837384	2.0	0.017	2.59776	1.08478	3.89574	1.96777	0	0	0.014596	13.506	2.311	0.126	500SPD_DIA	153_Enterobacter_cloacae_ssp_cloacae_DSM30054_DIA500_4736_report.stats.tsv	153_Enterobacter_cloacae_ssp_cloacae_DSM30054_DIA500_4736	Probe 1-96_500SPD_diaPASEF_diann_res	6347	Enterobacter cloacae_ssp_cloacae	336306	UniProt	UP000053081	DSM 30054(T)	SMART_1094	5177	21.827313115704076
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Enterobacter_hormaechei_subsp_hoffmannii_13_1-27-2024_4756.d	8268	1201	173040000.0	3796275928	35671135696	1.974	0.017	2.41262	1.19696	3.5968	2.0326	0	0	0.0165729	13.812	2.348	0.163	500SPD_DIA	159_Enterobacter_hormaechei_ssp_hoffmannii_DSM14563_DIA500_4756_report.stats.tsv	159_Enterobacter_hormaechei_ssp_hoffmannii_DSM14563_DIA500_4756	Probe 1-96_500SPD_diaPASEF_diann_res	7500	Enterobacter hormaechei_ssp_hoffmannii	1812934	UniProt	UP000742934	DSM 14563(T)	90086	4641	25.878043525102353
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Enterobacter_hormaechei_subsp_hormaechei_12_1-27-2024_4754.d	7891	1208	123955000.0	2862581665	24898242952	1.995	0.017	2.65822	1.11769	3.65202	2.06962	0	0	0.0150379	13.494	2.311	0.145	500SPD_DIA	162_Enterobacter_hormaechei_ssp_hormaechei_DSM12409_DIA500_4754_report.stats.tsv	162_Enterobacter_hormaechei_ssp_hormaechei_DSM12409_DIA500_4754	Probe 1-96_500SPD_diaPASEF_diann_res	7258	Enterobacter hormaechei_ssp_hormaechei	301105	UniProt	UP000002984	DSM 12409(T)	ATCC 49162	4670	25.867237687366167
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Klebsiella_pneumoniae_subsp_pneumonia_57_1-27-2024_4844.d	9015	1332	170919000.0	3608245589	32132498072	1.996	0.017	2.82015	1.15702	4.01375	1.97481	0	0	0.0155824	14.064	2.356	0.167	500SPD_DIA	163_Klebsiella_pneumoniae_ssp_pneumonia_DSM30104_DIA500_4844_report.stats.tsv	163_Klebsiella_pneumoniae_ssp_pneumonia_DSM30104_DIA500_4844	Probe 1-96_500SPD_diaPASEF_diann_res	8151	Klebsiella pneumoniae_ssp_pneumonia	72407	UniProt	UP000007841	DSM 30104(T)	HS11286	5728	23.25418994413408
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Enterobacter_hormaechei_subsp_steigerwaltii_10_1-27-2024_4750.d	8060	1183	170317000.0	3876637567	36920405920	1.962	0.016	2.60965	1.13407	3.72446	1.98031	0	0	0.0146825	13.762	2.333	0.158	500SPD_DIA	165_Enterobacter_hormaechei_ssp_steigerwaltii_DSM16691_DIA500_4750_report.stats.tsv	165_Enterobacter_hormaechei_ssp_steigerwaltii_DSM16691_DIA500_4750	Probe 1-96_500SPD_diaPASEF_diann_res	7327	Enterobacter hormaechei_ssp_steigerwaltii	299766	UniProt	UP001182277	DSM 16691(T)	PEER 323	5338	22.16185837392282
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Leclercia_adecarboxylata___41_1-27-2024_4812.d	7268	1143	126739000.0	2761610096	22922534450	1.986	0.017	2.5455	1.02248	3.78076	1.93037	0	0	0.0152475	13.443	2.317	0.15	500SPD_DIA	173_Leclercia_adecarboxylata_DSM5077_DIA500_4812_report.stats.tsv	173_Leclercia_adecarboxylata_DSM5077_DIA500_4812	Probe 1-96_500SPD_diaPASEF_diann_res	6703	Leclercia adecarboxylata	83655	UniProt	UP001149314	DSM 5077(T)	Lac40	5281	21.643628100738496
/Probe 1-96_500SPD_diaPASEF/BacLandscape_500SPD_diaPASEF_Legionella_pneumophila_subsp_fraseri_65_1-27-2024_4860.d	5615	962	97198700.0	2625169073	20804372896	2.052	0.017	2.80865	1.09536	4.10465	2.00015	0	0	0.0154335	12.977	2.314	0.144	500SPD_DIA	174_Legionella_pneumophila_ssp_fraseri_DSM7514_DIA500_4860_report.stats.tsv	174_Legionella_pneumophila_ssp_fraseri_DSM7514_DIA500_4860	Probe 1-96_500SPD_diaPASEF_diann_res	5156	Legionella pneumophila_ssp_fraseri	91892	UniProt	UP000254631	DSM 7514(T)	NCTC12000	3072	31.315104166666668
